Time,Delay,Impulse,Response,Elapsed,Triggers,Thumbstick
1492025296,0.000000,8.000000,0.122144,14.411797,1,166
1492025333,0.000000,8.000000,0.288853,3.467972,1,50
1492025343,150.000000,12.000000,0.121925,17.773418,3,167
1492025369,0.000000,12.000000,-1.000000,3.119865,1,19
1492025373,175.000000,4.000000,-1.000000,3.398842,1,18
1492025378,100.000000,4.000000,-1.000000,2.015877,1,5
1492025382,400.000000,4.000000,-1.000000,8.767784,1,39
1492025394,200.000000,4.000000,-1.000000,3.643738,2,26
1492025400,25.000000,8.000000,0.303197,4.052986,1,41
1492025414,200.000000,4.000000,0.511027,3.451767,1,43
1492025424,75.000000,8.000000,0.124921,7.038788,1,61
1492025437,400.000000,4.000000,-1.000000,8.147568,1,36
1492025445,125.000000,12.000000,-1.000000,8.868805,2,103
1492025456,125.000000,8.000000,-1.000000,5.400711,1,46
1492025462,25.000000,12.000000,-1.000000,0.732895,1,0
1492025464,150.000000,4.000000,0.326575,1.750061,1,21
1492025470,125.000000,4.000000,0.294365,2.556839,1,14
1492025475,75.000000,8.000000,-1.000000,1.834641,1,14
1492025478,0.000000,12.000000,0.499232,0.639908,1,19
1492025482,400.000000,4.000000,0.050381,19.943344,2,144
1492025507,200.000000,8.000000,0.291239,3.751831,1,55
1492025516,50.000000,8.000000,-1.000000,2.477646,1,24
1492025520,100.000000,4.000000,-1.000000,9.223907,2,81
1492025530,150.000000,12.000000,-1.000000,4.273972,2,25
1492025536,300.000000,12.000000,0.719022,0.747971,1,8
1492025540,50.000000,12.000000,0.713152,1.773926,1,11
1492025544,25.000000,8.000000,-1.000000,5.248749,2,29
1492025550,25.000000,4.000000,-1.000000,3.708893,1,15
1492025555,200.000000,4.000000,-1.000000,3.979919,1,20
1492025559,100.000000,8.000000,-1.000000,7.503784,3,49
1492025589,100.000000,8.000000,-1.000000,2.011841,1,10
1492025591,100.000000,8.000000,0.513222,3.643829,1,32
1492025598,125.000000,4.000000,-1.000000,2.612610,1,9
1492025603,75.000000,8.000000,-1.000000,3.810638,1,25
1492025607,50.000000,4.000000,-1.000000,1.365784,1,5
1492025609,0.000000,8.000000,-1.000000,2.107880,1,9
1492025612,0.000000,4.000000,-1.000000,5.939728,1,43
1492025618,400.000000,8.000000,-1.000000,15.111450,3,116
1492025634,150.000000,4.000000,-1.000000,1.661896,1,9
1492025636,150.000000,12.000000,-1.000000,1.889893,1,19
1492025638,50.000000,12.000000,-1.000000,7.357788,3,57
1492025646,0.000000,12.000000,-1.000000,6.268005,2,35
1492025653,400.000000,8.000000,-1.000000,3.047882,1,15
1492025656,300.000000,4.000000,-1.000000,5.035767,1,21
1492025662,50.000000,12.000000,-1.000000,0.697906,1,0
1492025663,25.000000,8.000000,-1.000000,2.033081,1,12
1492025666,100.000000,12.000000,-1.000000,1.711792,1,4
1492025668,100.000000,12.000000,-1.000000,1.803894,1,5
1492025670,175.000000,4.000000,-1.000000,1.094940,1,4
1492025671,175.000000,4.000000,-1.000000,3.906921,1,26
1492025676,175.000000,12.000000,-1.000000,1.510864,1,6
1492025678,50.000000,8.000000,-1.000000,2.477722,1,15
1492025681,75.000000,12.000000,0.500043,2.858887,2,19
1492025688,175.000000,8.000000,-1.000000,4.150696,1,20
1492025692,200.000000,12.000000,-1.000000,8.711884,4,64
1492025702,75.000000,4.000000,-1.000000,3.594727,1,14
1492025706,25.000000,4.000000,-1.000000,3.468689,1,18
1492025710,25.000000,12.000000,-1.000000,1.288757,1,0
1492025712,175.000000,8.000000,-1.000000,1.710754,1,0
1492025714,150.000000,12.000000,-1.000000,1.593994,1,0
1492025738,300.000000,12.000000,-1.000000,10.103851,3,46
1492025748,75.000000,12.000000,-1.000000,2.150970,1,4
1492025751,400.000000,12.000000,-1.000000,15.351715,1,119
1492025767,100.000000,4.000000,-1.000000,2.715637,1,26
1492025770,75.000000,12.000000,-1.000000,4.942474,1,36
1492025776,125.000000,4.000000,-1.000000,1.744843,1,15
1492025778,400.000000,12.000000,-1.000000,14.831635,4,106
1492025793,150.000000,8.000000,-1.000000,5.673676,1,33
1492025799,300.000000,8.000000,-1.000000,9.283875,2,26
1492025809,25.000000,4.000000,-1.000000,3.068787,1,17
1492025812,200.000000,12.000000,-1.000000,1.876038,2,8
1492025815,175.000000,12.000000,-1.000000,1.494934,1,5
1492025817,400.000000,12.000000,-1.000000,8.383789,2,49
1492025826,400.000000,4.000000,-1.000000,4.847595,1,19
1492025831,50.000000,8.000000,0.112883,4.249939,1,25
1492025841,50.000000,8.000000,-1.000000,1.585815,1,14
1492025843,300.000000,4.000000,-1.000000,2.215820,1,9
1492025846,300.000000,4.000000,-1.000000,1.452148,1,4
1492025848,200.000000,8.000000,-1.000000,3.283875,2,17
1492025851,75.000000,12.000000,-1.000000,1.042725,1,0
1492025853,25.000000,12.000000,-1.000000,1.548828,1,6
1492025857,125.000000,4.000000,-1.000000,3.792786,1,24
1492025861,200.000000,4.000000,-1.000000,3.251770,1,8
1492025865,0.000000,4.000000,-1.000000,4.607910,1,18
1492025870,200.000000,4.000000,-1.000000,3.519836,1,20
1492025873,400.000000,8.000000,0.826652,3.351746,1,26
1492025877,0.000000,8.000000,-1.000000,2.827942,1,3
1492025881,0.000000,12.000000,-1.000000,2.867859,1,14
1492025885,75.000000,4.000000,-1.000000,0.546753,1,0
1492025886,50.000000,8.000000,-1.000000,3.038025,1,15
1492025911,125.000000,8.000000,-1.000000,3.200623,3,18
1492025915,150.000000,8.000000,-1.000000,5.025879,2,12
1492025920,200.000000,12.000000,-1.000000,3.095703,1,23
1492025924,300.000000,4.000000,0.501207,5.371521,1,29
1492025934,125.000000,12.000000,-1.000000,2.424744,1,9
1492025937,175.000000,8.000000,0.713416,2.034790,1,28
1492025942,125.000000,8.000000,-1.000000,4.360596,1,22
1492025947,100.000000,12.000000,-1.000000,1.531860,1,9
1492025949,400.000000,8.000000,-1.000000,14.775696,3,73
1492025965,200.000000,8.000000,-1.000000,6.743713,1,25
