user_id	turn	x_curs	y_cursl	x_targ	y_targ	angle	min_tim	lag	dist	elapsed	targ_dist_trvl	mouse_dist_trvl
1841001	120	1061.0	713.0	1181.3002258557563	831.1032542421475	90	0	62.5	168.5838752773565	512.4928951263428	133.33170334395928	221.54947974318975
1841001	121	1168.0	487.0	1324.4318945895275	331.0518603295165	90	150	250	220.88630539613285	842.810869216919	395.5771506640982	244.37229156250766
1841001	122	868.0	573.0	715.8033643063794	566.828070349453	0	75	0	152.32172738013432	488.47007751464844	152.99999999999994	126.74174840644244
1841001	123	1159.0	496.0	1211.7999974170734	541.2518431109577	360	75	250	69.5382558897021	954.9169540405273	275.32117459887905	236.41270264630884
1841001	124	717.0	553.0	818.2247057404028	493.9156263990279	360	75	125	117.20667325732944	716.6891098022461	200.17747938289904	334.83450986709937
1841001	125	781.0	365.0	839.572054767873	199.59960426423888	90	75	250	175.4650293057768	809.7779750823975	369.8180252186933	329.45698216183587
1841001	126	788.0	789.0	683.4941458191112	946.7152624734833	360	150	250	189.19719230252056	737.7078533172607	259.4129221447747	281.3088081597338
1841001	127	1061.0	552.0	984.6854086188898	553.2188729981998	90	0	250	76.32432449128886	714.6859169006348	176.0729330755715	122.0722238154455
1841001	128	1013.0	651.0	884.6691558192464	533.85569760239	0	0	250	173.7572823002465	697.6668834686279	300.00000000000017	88.86138130662314
1841001	129	970.0	543.0	982.5649109498997	546.688959652625	0	0	62.5	13.095243812071843	478.45911979675293	152.99999999999994	97.17392710578433
1841001	130	857.0	605.0	828.1421169941234	636.7711814716295	360	75	62.5	42.920687129682264	543.5221195220947	102.16301157666084	132.36663223782327
1841001	131	972.0	633.0	921.8285980725758	628.6740640949433	0	75	125	50.357554476143925	565.5441284179688	210.00000000000009	36.425174877243876
1841001	132	682.0	352.0	649.1551036273956	113.46333708102156	0	0	250	240.78730609035324	881.8600177764893	464.99999999999994	399.94771543273225
1841001	133	1180.0	684.0	1349.188600368834	730.4323523828893	360	75	250	175.44442380017043	745.7170486450195	234.54203399102946	241.46553652309134
1841001	134	1127.0	1199.0	1129.394485852	972.8485940600281	0	150	0	226.1640819651109	584.5627784729004	209.99999999999986	645.6540444448954
1841001	135	932.0	726.0	1007.1180354293416	714.3684899378385	360	150	125	76.0132309081122	652.6281833648682	241.60285030075278	135.48469845146326
1841001	136	880.0	589.0	883.7855683816267	806.9848440858823	0	150	250	218.01771207660718	690.6628608703613	300.0	100.812263465236
1841001	137	1237.0	689.0	1376.7304378661684	686.8214194458088	0	0	125	139.74742029641277	613.5890483856201	252.99999999999994	300.033364152595
1841001	138	851.0	396.0	944.5267890017415	408.74861557968677	360	0	0	94.39167050208879	583.5590362548828	54.41006417054917	253.34811068403044
1841001	139	1440.0	503.0	1567.496141441275	486.14936890750215	0	75	250	128.604859358537	849.816083908081	434.9999999999997	493.43407181789286
1841001	140	892.0	873.0	949.6459855115911	821.6536529036974	360	150	62.5	77.19784327127637	662.6369953155518	70.02291266266288	407.3574480506731
1841001	141	738.0	722.0	777.1295311749243	781.5850392938872	90	0	125	71.28462048452988	660.6249809265137	219.5454742201129	279.7207708273439
1841001	142	662.0	161.0	639.6227056785282	177.15094610459693	90	75	62.5	27.597035370187317	736.7069721221924	334.6930873094108	688.5332717300223
1841001	143	1408.0	443.0	1220.4320327712433	419.60110863890276	90	75	0	189.0218253198725	504.4851303100586	127.7748908296225	482.4606126827088
1841001	144	1258.0	534.0	1407.383512017658	399.5394637976118	90	150	125	200.98524686793183	788.7570858001709	374.4383103987443	357.3998445231838
1841001	145	854.0	290.0	871.0399823628495	420.87402404453485	0	0	250	131.97867694645112	914.8800373077393	0.0	336.95353063474835
1841001	146	747.0	389.0	680.1512432828057	385.1449449822493	90	75	0	66.95982171290868	528.5079479217529	163.29427873843449	357.4371586311821
1841001	147	1123.0	627.0	1203.0363256101625	405.8955486995251	0	0	250	235.14461890942783	785.7551574707031	377.99999999999983	164.92477166845933
1841001	148	1025.0	385.0	1041.9993310861266	540.6835883832194	360	150	125	156.6089299792686	741.6999340057373	133.38580768733556	401.5729631706836
1841001	149	639.0	367.0	716.6731149416158	421.20252912589365	360	75	0	94.71550532186805	535.5050563812256	104.93558982089291	492.46800667685176
1841001	150	620.0	536.0	741.738980570214	680.4057565784598	360	150	250	188.8740371868837	857.8238487243652	205.1996892061039	358.26467630642395
1841001	151	1042.0	613.0	1053.5860867827837	737.5989902522973	0	0	125	125.13650857695478	556.5340518951416	210.0	90.65565704151633
1841001	152	906.0	704.0	923.76418331147	676.6497577423114	0	75	0	32.612910944559424	447.4301338195801	119.99999999999997	123.78198214307264
1841001	153	898.0	335.0	905.6093488409937	318.8146387781578	90	150	125	17.88485693723728	628.6029815673828	245.00626052321374	282.54251707484707
1841001	154	973.0	644.0	985.7564561298498	775.0315971424916	0	0	62.5	131.65107907915146	501.4820098876953	170.99999999999997	43.90757530106045
1841001	155	820.0	706.0	693.96768012881	835.088714520977	0	150	62.5	180.41075873902932	566.5380954742432	189.99999999999991	179.09958111790223
1841001	156	775.0	489.0	724.1644716944469	533.307693175946	360	75	250	67.43458024395545	897.8619575500488	98.97442462288211	244.82398303901203
1841001	157	1001.0	360.0	1009.0564401886276	286.26454244148687	90	0	125	74.17428078435425	716.6879177093506	259.33130354375635	299.37421411163484
1841001	158	975.0	454.0	1045.1989392001485	458.89942984061196	0	75	62.5	70.36970568070629	598.5751152038574	231.00000000000009	253.66766904812187
1841001	159	967.0	465.0	1027.3155050087028	531.3438755112572	90	150	62.5	89.66309141619	542.5209999084473	188.63233858489212	183.22779045463855
1841001	160	957.0	630.0	981.9324383124241	763.2600385974424	0	0	0	135.57235841864917	432.4209690093994	119.99999999999984	55.13357524836931
1841001	161	1111.0	502.0	1173.0354914283448	531.136631661302	0	0	62.5	68.53718334833017	673.6459732055664	299.99999999999994	204.41764628817708
1841001	162	1147.0	572.0	1173.3940476676344	563.3080574734648	360	75	62.5	27.788407963860504	618.5939311981201	109.43860718181118	265.7736036755121
1841001	163	961.0	677.0	1137.2865645237753	663.5993927192917	0	0	250	176.79516143573318	705.6760787963867	325.0000000000001	88.51323307596587
1841001	164	855.0	603.0	724.682787667107	657.7435798613552	0	0	62.5	141.34863057791853	567.5451755523682	210.00000000000009	149.24551512257017
