Time,Delay,Impulse,Response,Elapsed,Triggers,Thumbstick
1492017291,0.000000,8.000000,0.752334,1.016054,1,7
1492017297,0.000000,8.000000,0.293614,1.024140,1,15
1492017301,150.000000,8.000000,0.109386,2.497759,1,24
1492017306,150.000000,4.000000,0.110736,2.013895,1,23
1492017310,0.000000,4.000000,0.505427,2.595949,1,27
1492017315,25.000000,8.000000,-1.000000,1.248810,1,10
1492017317,50.000000,4.000000,-1.000000,1.149797,2,11
1492017318,50.000000,8.000000,-1.000000,0.797846,1,9
1492017319,150.000000,12.000000,-1.000000,0.589890,1,0
1492017320,125.000000,12.000000,-1.000000,0.852802,1,4
1492017322,400.000000,12.000000,-1.000000,9.039509,6,72
1492017332,75.000000,8.000000,-1.000000,1.182835,1,12
1492017333,125.000000,12.000000,-1.000000,1.444836,1,4
1492017335,175.000000,12.000000,-1.000000,1.150665,1,10
1492017337,125.000000,8.000000,0.509198,2.156757,3,15
1492017340,400.000000,12.000000,-1.000000,3.491879,2,18
1492017344,175.000000,4.000000,-1.000000,1.794857,2,20
1492017346,100.000000,4.000000,-1.000000,2.327965,3,13
1492017349,100.000000,4.000000,-1.000000,1.163807,1,6
1492017350,200.000000,4.000000,-1.000000,1.335945,1,17
1492017352,25.000000,12.000000,-1.000000,1.344734,2,18
1492017354,100.000000,12.000000,-1.000000,1.351913,2,16
1492017356,300.000000,8.000000,-1.000000,3.159782,2,30
1492017359,100.000000,8.000000,0.394673,1.011757,2,12
1492017362,100.000000,12.000000,-1.000000,2.167732,1,12
1492017365,175.000000,4.000000,0.229551,1.918907,1,23
1492017370,25.000000,4.000000,-1.000000,1.200882,1,11
1492017372,400.000000,12.000000,-1.000000,11.611519,7,100
1492017384,150.000000,8.000000,-1.000000,1.653877,1,3
1492017386,300.000000,12.000000,0.080886,0.839882,1,25
1492017411,50.000000,8.000000,-1.000000,1.501724,1,13
1492017413,175.000000,12.000000,-1.000000,1.218880,1,5
1492017415,0.000000,8.000000,-1.000000,1.523956,3,6
1492017417,300.000000,8.000000,-1.000000,1.763947,2,4
1492017419,125.000000,12.000000,-1.000000,0.960770,1,3
1492017420,100.000000,12.000000,0.316595,1.475769,1,16
1492017424,75.000000,12.000000,-1.000000,2.718872,2,18
1492017427,0.000000,12.000000,0.123584,0.939926,1,29
1492017430,25.000000,4.000000,-1.000000,0.692810,1,8
1492017431,0.000000,8.000000,-1.000000,1.747879,2,18
1492017433,25.000000,8.000000,-1.000000,1.652679,3,7
1492017435,0.000000,4.000000,-1.000000,1.631897,2,14
1492017437,75.000000,12.000000,0.508854,1.654663,1,39
1492017442,0.000000,8.000000,-1.000000,1.088104,1,7
1492017444,25.000000,4.000000,-1.000000,0.704742,1,4
1492017445,100.000000,8.000000,-1.000000,1.219833,1,8
1492017447,200.000000,12.000000,-1.000000,5.855804,3,43
1492017453,150.000000,4.000000,-1.000000,4.433716,4,42
1492017458,400.000000,4.000000,-1.000000,3.499878,2,47
1492017461,100.000000,4.000000,0.292507,1.339798,2,25
1492017465,175.000000,4.000000,-1.000000,2.126694,3,15
1492017467,75.000000,8.000000,-1.000000,1.462692,1,12
1492017469,200.000000,12.000000,-1.000000,2.347809,3,18
1492017472,300.000000,8.000000,-1.000000,2.087753,3,12
1492017474,400.000000,8.000000,0.102358,4.467606,6,74
1492017482,75.000000,12.000000,-1.000000,2.750809,1,19
1492017485,0.000000,12.000000,-1.000000,1.439957,2,10
1492017486,150.000000,4.000000,-1.000000,1.217834,2,11
1492017488,300.000000,4.000000,-1.000000,4.439896,5,27
1492017493,125.000000,8.000000,-1.000000,1.232864,3,12
