Time,Delay,Impulse,Response,Elapsed,Triggers,Thumbstick
1490814408,0.000000,8.000000,0.927500,2.531844,1,19
1490814420,0.000000,8.000000,0.926071,1.015869,1,17
1490814426,200.000000,8.000000,-1.000000,3.627705,1,24
1490814433,200.000000,12.000000,-1.000000,5.319717,3,34
1490814440,150.000000,8.000000,-1.000000,1.421669,1,7
1490814442,175.000000,8.000000,-1.000000,2.090820,1,10
1490814444,0.000000,8.000000,-1.000000,1.588081,1,9
1490814446,300.000000,4.000000,-1.000000,3.151978,1,16
1490814451,0.000000,12.000000,-1.000000,1.152031,1,3
1490814452,0.000000,4.000000,0.303802,2.179974,1,54
1490814460,50.000000,8.000000,-1.000000,2.637718,1,17
1490814463,200.000000,4.000000,-1.000000,3.063675,1,19
1490814466,100.000000,12.000000,0.510034,1.863853,1,32
1490814472,150.000000,8.000000,-1.000000,1.657761,1,9
1490814476,125.000000,12.000000,-1.000000,1.700691,1,5
1490814478,50.000000,4.000000,-1.000000,1.333878,1,10
1490814479,125.000000,12.000000,-1.000000,1.617020,1,14
1490814482,400.000000,4.000000,-1.000000,3.163643,1,12
1490814486,175.000000,12.000000,-1.000000,1.526756,1,2
1490814487,300.000000,8.000000,-1.000000,4.615707,2,25
1490814493,50.000000,4.000000,-1.000000,1.338005,1,4
1490814494,400.000000,4.000000,-1.000000,3.147804,1,6
1490814498,25.000000,4.000000,0.910813,2.380844,1,58
1490814506,300.000000,12.000000,-1.000000,4.499771,3,20
1490814511,300.000000,12.000000,-1.000000,3.419540,2,14
1490814514,175.000000,4.000000,-1.000000,2.370697,1,5
1490814518,300.000000,4.000000,-1.000000,2.879913,1,9
1490814522,150.000000,12.000000,-1.000000,2.189789,1,7
1490814524,150.000000,8.000000,0.308436,2.457886,1,40
1490814530,300.000000,8.000000,-1.000000,1.339706,1,0
1490814553,200.000000,8.000000,-1.000000,2.323715,1,12
1490814556,150.000000,8.000000,-1.000000,1.093903,1,5
1490814557,100.000000,4.000000,0.499928,1.023819,1,22
1490814561,125.000000,4.000000,-1.000000,2.160599,1,12
1490814563,400.000000,12.000000,0.102561,5.895676,4,52
1490814571,100.000000,12.000000,-1.000000,1.847717,1,25
1490814573,200.000000,12.000000,-1.000000,1.787750,1,8
1490814577,150.000000,12.000000,0.513880,1.613815,1,33
1490814581,75.000000,12.000000,-1.000000,1.446854,1,11
1490814582,25.000000,12.000000,-1.000000,1.756836,1,7
1490814584,150.000000,4.000000,-1.000000,2.281769,1,11
1490814587,100.000000,4.000000,-1.000000,1.891891,1,5
1490814588,50.000000,4.000000,-1.000000,1.477966,1,6
1490814590,75.000000,4.000000,-1.000000,1.930786,1,11
1490814592,200.000000,8.000000,-1.000000,1.627914,1,10
1490814594,25.000000,8.000000,0.916231,1.276810,1,28
1490814599,300.000000,8.000000,-1.000000,5.007706,3,25
1490814604,75.000000,4.000000,-1.000000,2.362808,1,17
1490814607,300.000000,8.000000,-1.000000,1.959824,1,14
1490814609,75.000000,12.000000,-1.000000,1.450745,1,12
1490814611,100.000000,12.000000,-1.000000,1.131790,1,6
1490814612,150.000000,12.000000,-1.000000,1.397690,1,7
1490814614,200.000000,4.000000,-1.000000,1.891785,1,14
1490814616,50.000000,4.000000,0.507283,1.609833,1,34
1490814621,125.000000,12.000000,-1.000000,1.484833,1,11
1490814623,50.000000,12.000000,0.914190,0.837784,1,36
1490814626,150.000000,4.000000,-1.000000,1.686035,1,16
1490814628,125.000000,8.000000,-1.000000,1.052689,1,14
1490814629,125.000000,4.000000,0.492742,1.339890,1,26
1490814633,200.000000,12.000000,0.316288,2.891617,1,40
1490814660,150.000000,12.000000,-1.000000,0.682007,1,2
1490814661,125.000000,8.000000,-1.000000,1.672852,2,18
1490814664,100.000000,4.000000,-1.000000,1.299957,1,10
1490814665,50.000000,12.000000,-1.000000,0.937927,1,8
1490814666,25.000000,12.000000,0.669020,0.860809,1,25
1490814670,400.000000,12.000000,-1.000000,8.291748,6,45
1490814679,400.000000,8.000000,-1.000000,4.415649,1,35
1490814684,100.000000,4.000000,-1.000000,2.287750,1,10
1490814687,125.000000,4.000000,-1.000000,1.496826,1,14
1490814689,25.000000,4.000000,-1.000000,1.488983,2,18
1490814691,400.000000,4.000000,-1.000000,3.363739,1,11
1490814695,25.000000,12.000000,-1.000000,1.209015,1,10
1490814697,400.000000,8.000000,-1.000000,3.659882,1,38
1490814701,200.000000,4.000000,-1.000000,1.671906,1,13
1490814703,100.000000,8.000000,-1.000000,1.351746,1,25
1490814705,0.000000,8.000000,0.930376,1.248047,2,38
1490814707,0.000000,8.000000,-1.000000,0.792084,1,8
1490814708,0.000000,4.000000,-1.000000,0.835938,1,10
1490814709,75.000000,8.000000,-1.000000,1.666748,2,22
1490814711,25.000000,12.000000,-1.000000,1.168762,1,15
1490814713,175.000000,8.000000,-1.000000,2.062866,1,22
1490814715,25.000000,8.000000,-1.000000,0.968964,1,12
1490814716,125.000000,8.000000,-1.000000,1.820709,2,21
1490814719,150.000000,4.000000,-1.000000,1.005737,1,9
1490814720,125.000000,8.000000,0.939800,0.748749,1,43
1490814723,400.000000,12.000000,-1.000000,12.219635,3,75
1490814736,175.000000,8.000000,0.708721,2.846954,1,52
1490814741,200.000000,12.000000,-1.000000,4.563812,3,33
1490814746,75.000000,12.000000,-1.000000,1.550842,1,9
1490814747,400.000000,8.000000,-1.000000,4.255798,2,30
1490814773,300.000000,12.000000,0.291592,5.495789,2,67
1490814782,200.000000,4.000000,0.507053,2.907990,1,31
1490814787,25.000000,8.000000,-1.000000,0.968842,1,6
1490814788,300.000000,12.000000,-1.000000,1.391846,1,8
1490814790,400.000000,12.000000,-1.000000,3.983826,2,15
1490814794,300.000000,4.000000,-1.000000,2.243988,1,17
1490814797,175.000000,12.000000,0.481054,1.174927,1,36
1490814800,300.000000,12.000000,-1.000000,5.339752,4,31
1490814806,175.000000,4.000000,-1.000000,1.822784,1,18
1490814809,50.000000,12.000000,-1.000000,1.121918,1,12
1490814810,175.000000,8.000000,-1.000000,1.114868,1,7
1490814812,400.000000,8.000000,0.057521,4.615631,1,87
1490814820,25.000000,12.000000,-1.000000,2.056763,1,21
1490814822,175.000000,8.000000,-1.000000,1.282959,1,14
1490814824,75.000000,8.000000,-1.000000,1.351105,1,29
1490814825,100.000000,4.000000,-1.000000,1.451935,1,13
1490814827,175.000000,4.000000,-1.000000,2.074829,1,20
1490814829,50.000000,8.000000,-1.000000,0.601807,1,8
1490814830,100.000000,8.000000,-1.000000,2.079834,1,19
1490814832,150.000000,4.000000,0.502481,1.209930,1,63
1490814837,75.000000,8.000000,0.704893,1.786713,1,61
1490814843,100.000000,8.000000,-1.000000,2.183716,1,11
1490814845,75.000000,4.000000,-1.000000,0.838776,1,7
1490814846,400.000000,12.000000,-1.000000,5.183624,2,35
1490814852,25.000000,8.000000,-1.000000,1.520721,1,11
1490814853,200.000000,8.000000,-1.000000,3.083893,1,31
1490814857,125.000000,4.000000,-1.000000,1.296844,1,19
1490814858,300.000000,4.000000,0.330272,1.815735,1,47
1490814863,150.000000,4.000000,-1.000000,1.197968,1,8
1490814864,100.000000,8.000000,0.707917,1.071808,1,32
1490814890,175.000000,12.000000,-1.000000,1.618927,1,15
1490814892,25.000000,4.000000,-1.000000,0.880890,1,6
1490814893,0.000000,8.000000,-1.000000,1.067932,1,13
1490814894,0.000000,12.000000,-1.000000,0.612030,1,7
1490814895,0.000000,12.000000,0.957937,0.715820,1,27
1490814898,50.000000,4.000000,-1.000000,1.438049,1,20
1490814900,400.000000,8.000000,-1.000000,7.055664,4,47
1490814907,150.000000,12.000000,-1.000000,0.701752,1,3
1490814908,0.000000,4.000000,-1.000000,1.395874,1,14
1490814910,100.000000,12.000000,-1.000000,1.283875,1,18
1490814911,400.000000,4.000000,-1.000000,4.203735,2,19
1490814916,50.000000,8.000000,0.694570,1.745789,1,32
1490814920,200.000000,4.000000,-1.000000,1.535828,1,8
1490814922,75.000000,12.000000,-1.000000,1.334900,1,9
1490814923,175.000000,4.000000,-1.000000,1.838928,1,15
1490814925,0.000000,8.000000,-1.000000,1.276184,1,8
1490814926,25.000000,8.000000,-1.000000,0.984741,1,10
1490814928,75.000000,12.000000,0.913137,0.706787,1,27
1490814930,300.000000,4.000000,-1.000000,3.067932,1,46
1490814934,175.000000,4.000000,0.530166,1.239075,1,30
1490814937,50.000000,12.000000,-1.000000,1.529846,1,9
1490814939,300.000000,8.000000,0.110005,2.647705,1,50
1490814944,125.000000,8.000000,-1.000000,1.360840,1,22
1490814946,125.000000,12.000000,0.714563,1.416870,2,81
1490814951,0.000000,4.000000,-1.000000,0.651917,1,7
1490814952,125.000000,12.000000,-1.000000,1.328918,1,7
1490814953,75.000000,4.000000,0.692137,1.471069,1,50
1490814959,125.000000,4.000000,-1.000000,1.288696,1,4
1490814961,50.000000,8.000000,-1.000000,0.897888,1,6
1490814962,200.000000,8.000000,0.317224,3.091797,2,53
1490814989,25.000000,4.000000,-1.000000,1.048889,1,14
1490814990,75.000000,8.000000,-1.000000,1.058716,1,14
1490814991,175.000000,12.000000,-1.000000,0.938782,1,7
1490814992,25.000000,4.000000,-1.000000,1.089783,1,11
1490814993,75.000000,4.000000,-1.000000,1.119019,1,10
1490814995,0.000000,4.000000,-1.000000,0.863770,1,5
1490814996,200.000000,12.000000,-1.000000,1.079956,1,8
1490814997,0.000000,12.000000,-1.000000,0.863953,1,12
1490814998,75.000000,8.000000,-1.000000,0.911011,1,16
1490815000,0.000000,12.000000,-1.000000,0.703918,1,9
1490815001,150.000000,8.000000,-1.000000,1.864441,1,21
1490815002,50.000000,8.000000,-1.000000,1.141968,1,15
1490815004,100.000000,8.000000,-1.000000,1.907898,2,22
1490815006,400.000000,4.000000,0.075827,1.899902,1,28
1490815009,175.000000,12.000000,-1.000000,2.614746,2,29
1490815012,50.000000,12.000000,-1.000000,0.741699,2,5
1490815013,100.000000,12.000000,-1.000000,1.131653,1,8
