Time,Delay,Impulse,Response,Elapsed,Triggers,Thumbstick
1491849103,0.000000,8.000000,0.505523,1.719805,1,54
1491849116,0.000000,8.000000,0.309414,21.647507,26,336
1491849145,100.000000,4.000000,-1.000000,2.035904,1,1
1491849148,200.000000,8.000000,-1.000000,3.935822,2,30
1491849153,25.000000,4.000000,-1.000000,1.432747,1,10
1491849155,150.000000,4.000000,-1.000000,1.881889,1,13
1491849159,100.000000,8.000000,-1.000000,5.507721,1,26
1491849165,75.000000,12.000000,-1.000000,2.474785,2,22
1491849168,200.000000,12.000000,-1.000000,1.031731,1,3
1491849169,0.000000,8.000000,-1.000000,2.103958,1,13
1491849172,100.000000,12.000000,-1.000000,1.791748,1,8
1491849174,0.000000,8.000000,0.508417,1.443970,1,14
1491849180,175.000000,8.000000,0.522208,1.942856,1,28
1491849185,75.000000,8.000000,-1.000000,1.638603,2,14
1491849189,50.000000,4.000000,-1.000000,2.313690,1,47
1491849192,50.000000,12.000000,-1.000000,0.793808,1,5
1491849193,75.000000,8.000000,-1.000000,1.050797,1,11
1491849194,125.000000,12.000000,-1.000000,2.200790,3,22
1491849197,400.000000,12.000000,-1.000000,11.779633,5,101
1491849209,150.000000,4.000000,-1.000000,1.929703,1,9
1491849212,400.000000,12.000000,0.111897,11.655701,6,486
1491849227,75.000000,12.000000,-1.000000,1.750870,3,20
1491849230,150.000000,8.000000,-1.000000,1.265961,1,9
1491849231,400.000000,4.000000,-1.000000,2.316025,1,5
1491849234,25.000000,8.000000,-1.000000,1.700729,1,7
1491849236,0.000000,12.000000,-1.000000,1.196060,1,10
1491849238,175.000000,8.000000,-1.000000,1.251083,1,4
1491849239,125.000000,12.000000,-1.000000,1.168747,1,10
1491849241,300.000000,8.000000,-1.000000,1.647964,1,12
1491849243,175.000000,4.000000,-1.000000,3.942886,3,33
1491849269,125.000000,12.000000,-1.000000,1.036789,1,6
1491849270,175.000000,12.000000,-1.000000,1.346848,1,11
1491849272,300.000000,4.000000,0.467372,4.331696,4,1223
1491849285,25.000000,12.000000,-1.000000,1.196869,1,4
1491849287,300.000000,8.000000,-1.000000,2.539719,2,28
1491849290,0.000000,4.000000,-1.000000,1.639877,2,15
1491849292,150.000000,4.000000,0.358036,0.837784,2,540
1491849294,400.000000,12.000000,-1.000000,4.987625,6,77
1491849300,25.000000,4.000000,-1.000000,2.252838,6,24
1491849302,150.000000,12.000000,-1.000000,1.257767,3,9
1491849304,100.000000,8.000000,-1.000000,1.111801,2,15
1491849306,50.000000,4.000000,-1.000000,1.421967,1,12
1491849307,300.000000,8.000000,-1.000000,1.507996,2,8
1491849309,25.000000,4.000000,-1.000000,1.244751,2,15
1491849311,125.000000,8.000000,-1.000000,1.224884,2,13
1491849312,100.000000,12.000000,-1.000000,1.487808,3,22
1491849314,200.000000,4.000000,-1.000000,3.623810,1,13
1491849318,0.000000,12.000000,0.379247,0.827942,1,21
1491849321,300.000000,8.000000,0.366327,4.955643,5,58
1491849327,75.000000,4.000000,-1.000000,1.526688,3,20
1491849329,125.000000,8.000000,0.100095,1.324768,2,34
1491849332,200.000000,12.000000,0.247865,3.599823,5,65
1491849339,100.000000,4.000000,-1.000000,1.171783,2,15
1491849341,75.000000,12.000000,-1.000000,1.274689,3,22
1491849343,50.000000,8.000000,-1.000000,1.473755,4,27
1491849345,25.000000,4.000000,-1.000000,0.864777,2,9
1491849346,150.000000,12.000000,-1.000000,0.969879,1,3
1491849347,175.000000,12.000000,-1.000000,4.743042,9,42
1491849352,300.000000,12.000000,0.099557,4.287872,3,56
1491849359,25.000000,8.000000,-1.000000,1.580780,1,12
1491849383,100.000000,8.000000,-1.000000,0.947937,2,4
1491849384,400.000000,8.000000,-1.000000,2.287903,3,19
1491849387,150.000000,4.000000,-1.000000,0.981934,1,15
1491849388,25.000000,4.000000,0.322868,0.500916,1,10
1491849391,150.000000,12.000000,-1.000000,1.741577,1,7
1491849393,175.000000,4.000000,0.282881,1.874817,1,493
1491849396,75.000000,8.000000,-1.000000,1.926849,2,22
