Time,Delay,Impulse,Response,Elapsed,Triggers,Thumbstick
1491328703,0.000000,8.000000,0.917315,1.099947,1,61
1491328713,0.000000,8.000000,0.908854,0.743908,1,23
1491328716,150.000000,12.000000,-1.000000,3.337852,1,39
1491328723,125.000000,8.000000,0.294183,1.512634,1,42
1491328730,75.000000,4.000000,-1.000000,1.174850,1,12
1491328732,150.000000,8.000000,0.516006,2.197533,1,35
1491328736,0.000000,8.000000,0.908193,0.951923,1,19
1491328740,125.000000,12.000000,-1.000000,2.080795,1,22
1491328742,25.000000,4.000000,0.709033,0.740799,1,11
1491328745,175.000000,12.000000,-1.000000,1.506729,1,11
1491328747,25.000000,8.000000,0.513936,1.184845,1,17
1491328751,100.000000,4.000000,0.721393,1.607880,1,42
1491328757,0.000000,8.000000,-1.000000,1.151901,1,7
1491328758,25.000000,8.000000,-1.000000,0.952873,1,10
1491328760,50.000000,4.000000,-1.000000,0.666061,1,0
1491328761,0.000000,4.000000,-1.000000,0.931938,1,10
1491328763,175.000000,12.000000,-1.000000,6.938690,7,61
1491328770,300.000000,4.000000,-1.000000,2.283958,1,8
1491328773,300.000000,4.000000,-1.000000,2.607567,1,16
1491328777,125.000000,4.000000,0.294328,1.056702,1,37
1491328786,0.000000,4.000000,-1.000000,1.148010,1,12
1491328787,300.000000,8.000000,-1.000000,2.979843,2,25
1491328791,175.000000,4.000000,-1.000000,1.442696,1,10
1491328793,400.000000,8.000000,-1.000000,3.395882,2,21
1491328797,75.000000,8.000000,-1.000000,2.885208,3,29
1491328800,125.000000,12.000000,-1.000000,1.196960,1,6
1491328802,100.000000,12.000000,-1.000000,1.947197,1,12
1491328805,300.000000,4.000000,-1.000000,3.707832,1,23
1491328809,300.000000,12.000000,0.090124,2.151741,1,32
1491328816,0.000000,4.000000,0.899457,0.963959,1,33
1491328840,150.000000,4.000000,-1.000000,1.837936,1,16
1491328842,75.000000,12.000000,-1.000000,0.794983,1,9
1491328844,125.000000,4.000000,-1.000000,1.604660,1,13
1491328846,125.000000,4.000000,-1.000000,1.652954,1,20
1491328849,150.000000,4.000000,-1.000000,1.121826,1,9
1491328851,400.000000,12.000000,0.128977,4.467712,2,74
1491328858,400.000000,8.000000,-1.000000,3.255707,4,15
1491328862,400.000000,4.000000,-1.000000,3.591858,2,18
1491328866,200.000000,12.000000,-1.000000,2.919754,3,24
