Time,Delay,Impulse,Response,Elapsed,Triggers,Thumbstick
1490729025,0.000000,8.000000,0.917117,1.496045,1,37
1490729031,0.000000,8.000000,0.925400,1.436033,2,37
1490729036,50.000000,12.000000,-1.000000,1.437706,1,23
1490729039,75.000000,8.000000,-1.000000,1.282902,1,9
1490729041,25.000000,8.000000,-1.000000,1.380783,1,14
1490729043,50.000000,12.000000,0.715214,2.041733,2,48
1490729047,150.000000,12.000000,0.332213,1.241989,1,33
1490729053,100.000000,4.000000,-1.000000,1.039906,1,14
1490729054,0.000000,8.000000,0.909957,0.848003,1,23
1490729058,200.000000,8.000000,0.127799,1.931995,1,31
1490729062,200.000000,12.000000,-1.000000,2.143913,2,15
1490729065,25.000000,4.000000,-1.000000,0.928787,1,8
1490729067,25.000000,12.000000,-1.000000,0.760868,1,6
1490729068,150.000000,4.000000,0.516853,1.389755,1,21
1490729071,175.000000,4.000000,0.135735,2.214909,4,41
1490729076,0.000000,12.000000,-1.000000,1.219997,1,21
1490729078,0.000000,4.000000,0.719736,0.919945,1,59
1490729084,150.000000,12.000000,-1.000000,1.013885,1,9
1490729086,300.000000,4.000000,-1.000000,2.783859,2,31
1490729090,150.000000,12.000000,-1.000000,1.241821,2,9
1490729092,75.000000,12.000000,0.517950,1.014824,1,25
1490729095,125.000000,12.000000,-1.000000,0.936951,1,5
1490729097,150.000000,4.000000,-1.000000,1.365768,1,10
1490729099,0.000000,12.000000,0.943682,0.447868,1,23
1490729101,400.000000,12.000000,-1.000000,6.315697,9,46
1490729108,25.000000,8.000000,0.959291,1.308830,1,28
1490729110,75.000000,4.000000,-1.000000,1.710915,1,23
1490729112,0.000000,4.000000,-1.000000,0.864082,1,10
1490729114,400.000000,4.000000,0.125929,4.419769,1,60
1490729120,75.000000,12.000000,-1.000000,1.226868,1,20
1490729143,400.000000,12.000000,-1.000000,4.151855,1,30
1490729148,150.000000,12.000000,-1.000000,1.465942,1,19
1490729150,200.000000,8.000000,-1.000000,1.723694,2,14
1490729152,100.000000,4.000000,-1.000000,0.843674,1,2
1490729153,200.000000,4.000000,-1.000000,1.299957,1,8
1490729155,175.000000,12.000000,-1.000000,3.966553,4,35
1490729159,50.000000,8.000000,0.714969,1.245834,1,23
1490729162,50.000000,8.000000,-1.000000,1.565765,2,14
1490729164,200.000000,4.000000,0.292877,1.344101,1,33
1490729168,125.000000,8.000000,-1.000000,1.344864,1,12
1490729169,400.000000,4.000000,-1.000000,3.843872,2,21
1490729175,200.000000,12.000000,-1.000000,1.055954,1,5
