Time,Delay,Impulse,Response,Elapsed,Clicks,Mouse
1461073283,0.000000,8.000000,0.922496,1.346359,1,662
1461073291,0.000000,8.000000,0.703018,2.263428,3,1001
1461073297,150.000000,4.000000,0.301783,3.311279,4,1606
1461073304,25.000000,8.000000,-1.000000,1.068298,1,492
1461073307,0.000000,12.000000,-1.000000,1.837173,3,1502
1461073311,200.000000,12.000000,-1.000000,6.588593,10,4911
1461073319,75.000000,4.000000,-1.000000,1.303070,1,97
1461073321,0.000000,4.000000,0.506173,1.304993,1,590
1461073329,175.000000,4.000000,-1.000000,2.899094,2,962
1461073334,125.000000,8.000000,-1.000000,3.914032,2,2470
1461073339,75.000000,4.000000,-1.000000,1.884781,1,387
1461073342,125.000000,12.000000,-1.000000,7.621246,7,5968
1461073352,100.000000,4.000000,-1.000000,2.012070,1,565
1461073355,200.000000,12.000000,-1.000000,20.557693,11,10270
1461073377,100.000000,12.000000,0.696159,4.628723,5,2675
1461073384,200.000000,8.000000,-1.000000,8.221313,5,4600
1461073394,400.000000,12.000000,-1.000000,30.001495,11,8969
1461073426,0.000000,8.000000,-1.000000,1.232178,1,377
1461073428,300.000000,4.000000,-1.000000,2.909821,2,1537
1461073432,75.000000,4.000000,-1.000000,1.916931,2,848
1461073435,25.000000,4.000000,0.890946,1.346771,1,493
1461073441,75.000000,12.000000,-1.000000,1.084564,1,539
1461073443,125.000000,8.000000,-1.000000,2.018921,2,880
1461073446,300.000000,12.000000,-1.000000,21.846588,32,3505
1461073469,150.000000,12.000000,-1.000000,8.640594,16,5994
1461073479,400.000000,4.000000,-1.000000,3.860809,3,1811
1461073484,400.000000,12.000000,-1.000000,30.000092,48,9397
1461073516,0.000000,8.000000,0.908779,1.270966,1,587
1461073522,400.000000,12.000000,-1.000000,30.001312,29,18419
1461073554,400.000000,12.000000,-1.000000,30.000336,18,20287
1461073605,75.000000,4.000000,0.704390,1.872650,1,965
1461073608,150.000000,4.000000,-1.000000,3.821930,4,1125
1461073612,0.000000,12.000000,-1.000000,1.300751,1,304
1461073615,0.000000,4.000000,-1.000000,0.842438,1,443
1461073616,25.000000,8.000000,-1.000000,1.337677,1,703
1461073618,75.000000,12.000000,-1.000000,3.895050,7,2896
1461073623,50.000000,4.000000,0.912208,0.996277,2,547
1461073625,125.000000,8.000000,-1.000000,4.205963,13,3494
1461073630,0.000000,4.000000,-1.000000,0.461487,1,187
1461073631,75.000000,8.000000,-1.000000,0.600464,1,317
1461073632,200.000000,8.000000,-1.000000,5.686340,18,4263
1461073639,25.000000,4.000000,-1.000000,1.233582,3,723
1461073641,25.000000,12.000000,-1.000000,0.919312,2,1400
1461073642,300.000000,12.000000,-1.000000,4.750427,5,3685
1461073648,0.000000,12.000000,0.928669,0.852844,2,452
1461073651,75.000000,8.000000,0.712620,0.742859,2,987
1461073653,125.000000,12.000000,0.917695,10.419312,35,10801
1461073666,25.000000,12.000000,-1.000000,2.953796,12,2263
1461073670,25.000000,8.000000,0.932785,1.126221,5,599
1461073674,400.000000,4.000000,-1.000000,2.497742,2,1145
1461073677,100.000000,8.000000,-1.000000,2.526123,8,1452
1461073681,150.000000,12.000000,0.539095,5.558167,25,4392
1461073690,50.000000,4.000000,-1.000000,1.026184,1,517
1461073692,100.000000,4.000000,-1.000000,1.142273,2,599
1461073694,75.000000,12.000000,-1.000000,2.276062,5,1342
1461073697,175.000000,12.000000,-1.000000,1.463928,3,1468
1461073700,125.000000,12.000000,-1.000000,8.554932,27,7687
1461073709,175.000000,8.000000,-1.000000,6.030273,21,4646
1461073717,50.000000,4.000000,-1.000000,0.748413,1,317
1461073718,175.000000,8.000000,-1.000000,2.139282,4,1849
1461073741,125.000000,12.000000,-1.000000,2.833801,10,1969
1461073746,50.000000,12.000000,0.456790,1.103027,4,239
1461073749,400.000000,8.000000,-1.000000,1.969849,6,1563
1461073752,150.000000,8.000000,-1.000000,1.286560,1,566
1461073753,50.000000,12.000000,-1.000000,0.918030,3,553
1461073755,100.000000,8.000000,-1.000000,1.155090,3,790
1461073756,300.000000,12.000000,-1.000000,7.144409,20,6697
1461073764,50.000000,12.000000,-1.000000,5.284058,17,5421
1461073770,50.000000,8.000000,-1.000000,0.710754,2,366
1461073771,300.000000,8.000000,-1.000000,3.572998,5,1931
1461073776,75.000000,8.000000,-1.000000,1.376221,2,529
1461073778,400.000000,4.000000,0.303155,3.783447,12,1807
1461073785,200.000000,4.000000,-1.000000,2.041809,5,1291
1461073787,300.000000,4.000000,-1.000000,1.783203,1,1248
1461073790,50.000000,12.000000,-1.000000,0.536621,1,363
1461073791,100.000000,4.000000,0.813443,1.350525,1,548
1461073794,50.000000,8.000000,0.913580,0.850342,1,683
1461073796,50.000000,4.000000,-1.000000,0.602234,2,270
1461073797,0.000000,4.000000,-1.000000,0.844116,1,469
1461073798,150.000000,8.000000,0.859396,1.708862,2,749
1461073804,150.000000,4.000000,-1.000000,1.795593,3,778
1461073807,400.000000,4.000000,-1.000000,3.977356,11,2252
1461073812,125.000000,4.000000,-1.000000,1.338867,1,711
1461073814,200.000000,8.000000,0.475309,7.516235,20,4148
1461073824,175.000000,12.000000,-1.000000,1.970093,2,1176
1461073827,125.000000,8.000000,0.598765,2.845520,7,1726
1461073832,150.000000,4.000000,-1.000000,1.628845,2,941
1461073835,150.000000,4.000000,-1.000000,1.612366,2,822
1461073837,400.000000,8.000000,-1.000000,5.387024,7,4630
1461073844,200.000000,4.000000,-1.000000,1.228699,1,343
1461073866,300.000000,8.000000,-1.000000,2.480164,4,925
1461073869,25.000000,12.000000,-1.000000,2.535828,8,1872
1461073873,175.000000,12.000000,-1.000000,1.324402,4,714
1461073876,200.000000,8.000000,-1.000000,3.428833,10,1901
1461073881,125.000000,4.000000,0.703018,0.913696,1,176
1461073884,400.000000,8.000000,-1.000000,3.483459,8,1919
1461073889,75.000000,12.000000,-1.000000,2.763611,8,2233
1461073893,400.000000,8.000000,-1.000000,27.178345,68,16414
1461073921,200.000000,4.000000,0.821674,1.542786,1,640
1461073925,150.000000,8.000000,-1.000000,1.325500,1,584
1461073927,400.000000,12.000000,0.098766,30.001587,79,11219
1461073961,300.000000,4.000000,0.118656,1.728210,3,715
1461073966,0.000000,8.000000,-1.000000,1.267334,2,675
1461073968,100.000000,8.000000,-1.000000,2.391602,9,1092
1461073971,300.000000,8.000000,-1.000000,2.606018,7,1794
1461073974,25.000000,4.000000,-1.000000,0.789551,1,576
1461073975,150.000000,12.000000,-1.000000,2.750000,4,1749
1461073979,50.000000,4.000000,-1.000000,0.521606,1,213
1461073980,0.000000,12.000000,-1.000000,0.743591,2,638
1461073981,50.000000,8.000000,-1.000000,1.544556,5,1151
1461073983,75.000000,8.000000,-1.000000,0.695740,2,451
1461073984,25.000000,12.000000,-1.000000,0.638245,2,702
1461073985,25.000000,4.000000,-1.000000,0.679016,2,278
1461073986,175.000000,4.000000,-1.000000,2.477112,9,979
1461073989,300.000000,4.000000,-1.000000,3.547424,5,1960
1461073993,25.000000,4.000000,-1.000000,0.648376,1,130
1461073994,25.000000,8.000000,-1.000000,0.627808,1,419
1461073995,25.000000,8.000000,-1.000000,0.648804,1,656
1461073996,150.000000,8.000000,-1.000000,1.123291,1,1012
1461073998,200.000000,4.000000,-1.000000,2.233215,3,1140
1461074022,0.000000,8.000000,-1.000000,1.144470,3,536
1461074024,100.000000,12.000000,-1.000000,2.551025,11,2594
1461074027,0.000000,12.000000,-1.000000,1.682129,6,1597
1461074029,100.000000,4.000000,-1.000000,0.793335,1,541
1461074030,125.000000,4.000000,-1.000000,1.194031,1,808
1461074032,100.000000,8.000000,0.775034,0.640808,2,213
1461074034,300.000000,8.000000,0.157064,2.073975,6,1717
1461074038,200.000000,12.000000,-1.000000,1.789612,5,1669
1461074040,0.000000,4.000000,-1.000000,0.969177,2,494
1461074041,75.000000,8.000000,-1.000000,2.698914,9,1989
1461074045,175.000000,4.000000,0.350480,1.068054,1,472
1461074048,75.000000,4.000000,-1.000000,1.138184,2,427
1461074049,100.000000,12.000000,-1.000000,4.613464,17,4165
1461074054,100.000000,4.000000,-1.000000,1.260986,3,878
1461074056,175.000000,4.000000,-1.000000,1.856628,5,1010
1461074058,200.000000,4.000000,-1.000000,1.740173,2,688
1461074061,200.000000,12.000000,0.355281,2.633423,12,2433
1461074065,125.000000,4.000000,-1.000000,2.755737,9,1285
1461074069,175.000000,4.000000,-1.000000,1.368835,2,503
1461074070,175.000000,12.000000,-1.000000,6.339661,15,5697
1461074077,300.000000,12.000000,0.102195,30.000977,77,29608
1461074111,50.000000,8.000000,-1.000000,1.637695,5,1436
1461074114,125.000000,4.000000,-1.000000,0.855347,1,536
1461074116,150.000000,8.000000,-1.000000,0.794250,2,608
1461074118,50.000000,12.000000,-1.000000,0.624695,2,575
1461074119,50.000000,8.000000,-1.000000,0.697388,2,571
1461074120,175.000000,8.000000,0.494513,1.084656,3,870
1461074123,300.000000,4.000000,-1.000000,2.329651,6,1566
1461074125,200.000000,8.000000,-1.000000,1.263245,2,873
1461074127,175.000000,12.000000,0.423868,6.721985,21,6269
1461074168,175.000000,8.000000,-1.000000,0.742310,1,554
1461074169,125.000000,12.000000,-1.000000,0.927368,3,745
1461074170,0.000000,8.000000,-1.000000,0.753662,3,381
1461074171,150.000000,12.000000,-1.000000,1.299072,5,1130
1461074173,175.000000,8.000000,-1.000000,0.715332,2,470
1461074174,400.000000,4.000000,-1.000000,3.652100,13,1737
1461074179,125.000000,8.000000,-1.000000,0.571167,1,343
1461074180,150.000000,12.000000,-1.000000,1.228394,4,972
1461074182,75.000000,12.000000,0.681070,0.841675,2,468
1461074184,25.000000,12.000000,0.931413,0.549072,2,447
1461074186,400.000000,8.000000,0.240055,5.111450,14,4154
1461074193,100.000000,12.000000,-1.000000,1.454346,4,1722
1461074195,300.000000,12.000000,-1.000000,3.991943,15,3622
1461074200,100.000000,12.000000,-1.000000,2.811279,10,2499
1461074203,100.000000,8.000000,-1.000000,1.520142,3,906
1461074205,200.000000,12.000000,-1.000000,6.408203,20,5263
1461074212,300.000000,8.000000,-1.000000,2.169434,4,1410
